# ==========================================================================
# T14  gps_shimura_test  Jacobian columns  --  PROVISIONAL, pending T27 reload
# --------------------------------------------------------------------------
# Scope of THIS file: the 389 COARSE X_0^D(N)-type rows only (autmuO_norms IS
# NULL).  The 2,198 enhanced rows are a deferred follow-up (see the T14 ticket
# Log 2026-07-22 scoping entry).  Populated via the T13/T30-validated
# JLDecomposition arm; every value here reproduces the shipped 338-row ground
# truth exactly (cross-check (a): 338/338).
#
# The `label` key column below is the CURRENTLY-SHIPPED coarse label.  These
# PREDATE the T29 canonical sort and WILL be reassigned on the T27 reload -- do
# NOT load against the current DB.  Re-key each row from T14-jacobian-keys.csv
# (invariant tuple discB,discO,deg_mu,level,index,genus) before loading.
#
# To produce the loadable file after re-keying:  grep -v '^#' <this> > load.txt
# then, with editor credentials, from ~/claude/lmfdb:
#   from lmfdb import db
#   db.gps_shimura_test.update_from_file('load.txt', label_col='label', sep='|')
# ({p,e} pairs in `conductor` are int4[][]; \N is NULL; genus-0 rows carry the
#  trivial empty-array decomposition + NULL trace_hash/traces/log_conductor;
#  18 rows carry NULL trace_hash because a constituent dim>=21 newform has no
#  trace_hash in LMFDB -- see the ticket Log.)
# ==========================================================================
label|newforms|dims|mults|conductor|rank|simple|squarefree|genus_minus_rank|log_conductor|trace_hash|traces
text|text[]|integer[]|integer[]|integer[]|integer|boolean|boolean|integer|numeric|bigint|integer[]

6.390.1.1.2.13.a.1|{30.2.a.a,78.2.a.a,390.2.a.a,390.2.a.b,390.2.a.c,390.2.a.d,390.2.a.e,390.2.a.f,390.2.a.g,390.2.a.h}|{1,1,1,1,1,1,1,1,1,2}|{2,2,1,1,1,1,1,1,1,1}|{{2,13},{3,13},{5,11},{13,11}}|1|f|f|12|69.2111330688167232278|2248173575653572467|{-3,1,3,8,4,3,10,-20,8,-10,8,-18,-38,12,0,-50,-12,-26,-44,-8,-14,16,36,10,-6,30,24,-20,-26,-38,48,68,18,28,-34,64,38,-60,40,38,68,-34,-16,-6,14,-8,20,64,68,46,82,96,26,-52,-38,72,-106,-88,126,-6,-68,14,-44,-56,-14,-42,-44,42,60,-10,-38,-8,-32,62,-76,-144,-50,22,34,34,-12,-18,-32,-22,40,60,-78,82,-74,-32,-76,-48,8,188,-36,8,54,-46,108,-58,-60,102,-44,34,108,74,28,74,24,98,-80,-18,178,164,-48,-6,-44,-24,6,-28,-2,90,30,188,44,-106,14,64,-120,38,44,-152,-96,30,-6,26,-18,-44,-170,-14,-60,174,-216,-100,38,-152,-66,-78,-132,128,-74,-38,-44,-104,172,-96,8,-30,98,6,276,2,24,108,26,24,-112,-146}
10.1.1.4.0.a.1|{}|{}|{}|{}|0|t|t|0|\N|\N|\N
10.30.1.1.4.1.a.1|{30.2.a.a}|{1}|{1}|{{2,1},{3,1},{5,1}}|0|t|t|1|3.40119738166215537541|148452494971348580|{-1,1,-1,-4,0,2,6,-4,0,-6,8,2,-6,-4,0,-6,0,-10,-4,0,2,8,12,18,2,18,-4,-12,-10,-18,20,0,6,-4,-6,8,2,-4,0,18,24,14,-24,-22,-6,8,20,20,-12,-10,-18,24,2,-24,-18,0,-6,-16,2,18,-28,-6,20,0,2,18,-28,26,12,-10,6,-24,-28,26,-4,0,-6,-22,-6,26,0,-10,0,26,8,12,-6,26,-30,-4,-36,-24,-28,24,-4,24,-6,18,20,-10,-28,18,-12,18,20,2,-12,30,-24,-22,-4,2,30,44,32,-30,-4,24,18,48,14,26,-6,-12,44,-6,38,0,-28,-22,-52,-24,-40,2,18,2,42,-4,-30,-54,-4,18,20,12,38,24,-46,-18,-4,24,2,-54,-4,0,44,-48,-16,-6,26,18,36,6,-4,24,-42,-24,-16,26}
10.70.1.1.4.1.a.1|{70.2.a.a}|{1}|{1}|{{2,1},{5,1},{7,1}}|0|t|t|1|4.24849524204935898912|1338735293501548123|{1,0,-1,-1,4,-6,2,0,0,6,8,-10,2,4,8,-2,-8,-14,-12,-16,2,-8,8,10,2,-6,16,12,6,2,-8,-16,-6,16,6,8,10,-4,0,-22,-12,-14,24,2,14,-16,4,16,8,-14,-6,16,10,0,-22,8,-6,0,-18,26,32,10,-8,-24,-22,22,4,-14,4,10,-6,8,16,14,-12,24,14,10,-14,-30,24,-10,0,2,-8,-20,-30,10,10,-16,-40,24,32,12,-12,-24,10,2,16,-18,12,22,-16,-6,-12,10,8,-6,0,42,-32,6,-22,8,-16,2,-32,16,14,28,-38,-14,18,-4,-32,22,-2,24,0,-14,28,48,-16,22,18,10,42,-8,-6,-6,8,6,-8,44,-46,-16,-46,-54,-48,-32,14,2,-12,-16,-52,0,-16,58,50,2,44,-54,16,-24,-30,-16,40,-22}
10.110.1.1.2.5.a.1|{110.2.a.a,110.2.a.b,110.2.a.c,110.2.a.d}|{1,1,1,2}|{1,1,1,1}|{{2,5},{5,5},{11,5}}|0|f|t|5|23.5024018289620811404|270907117456884274|{-1,0,1,8,-1,2,-10,4,-12,-10,-4,14,2,12,4,14,-4,6,40,4,-2,0,-12,-18,-22,-10,-12,-28,-2,2,-8,44,18,-36,54,16,14,0,0,26,-12,-26,24,6,-30,-20,-36,-28,4,-18,6,-8,-70,-52,58,0,-50,0,-22,66,-4,42,12,12,-22,-34,28,6,36,38,-14,-8,12,50,20,76,6,-18,14,-30,12,-2,-56,-62,-32,64,-54,38,30,60,-64,-48,44,12,52,-24,86,82,-44,-18,100,-54,12,-30,-4,130,24,-58,12,-46,-120,66,-46,4,68,-66,0,-60,-58,-36,22,70,58,-112,-12,-26,-98,4,-20,74,36,-48,4,70,-54,-38,46,60,78,-6,12,30,-116,20,-114,48,-30,14,-4,36,10,74,-16,80,-88,-12,-24,-34,22,62,48,54,32,-84,-54,36,-72,-78}
10.130.1.1.4.3.a.1|{130.2.a.a,130.2.a.b,130.2.a.c}|{1,1,1}|{1,1,1}|{{2,3},{5,3},{13,3}}|1|f|t|2|14.6026033513667472602|100189399380848813|{1,0,1,-8,-8,1,-2,0,8,-6,-8,6,14,-8,-16,14,24,2,-12,-8,10,-16,12,-10,2,26,-32,24,-18,-18,-32,-4,-30,-20,14,-24,-18,36,24,-26,12,34,0,34,-26,8,28,-32,4,14,6,24,6,-4,-34,-8,-30,-16,14,-10,32,22,60,-24,14,-50,-8,-26,56,30,10,-32,8,-42,8,32,2,-2,-18,38,-44,22,48,22,-72,16,-18,-22,14,-16,-24,-8,-40,-4,24,0,6,6,-48,-26,-40,46,48,22,-100,-14,28,-30,8,62,16,54,74,-56,8,-42,44,32,46,-28,-18,-34,-26,-4,-16,-14,-18,64,-40,-18,8,40,0,78,-74,-26,-42,-4,-74,22,0,-10,24,84,-78,24,22,-2,-20,16,14,62,80,24,-16,64,56,-2,46,86,-36,14,24,4,18,-88,16,22}
10.170.1.1.2.7.a.1|{170.2.a.a,170.2.a.b,170.2.a.c,170.2.a.d,170.2.a.e,170.2.a.f}|{1,1,1,1,1,2}|{1,1,1,1,1,1}|{{2,7},{5,7},{17,7}}|1|f|t|6|35.9505890593518323499|61040775738344580|{-1,0,1,8,-8,2,3,0,-16,-2,-8,-2,-18,-4,0,-22,8,22,20,8,38,-8,12,2,-10,10,24,-16,-2,14,16,-8,-18,16,-14,8,2,-24,-24,-34,-12,-2,56,-58,14,-8,-24,-32,56,-62,54,16,22,-28,-26,72,62,40,-58,26,72,-46,-76,-40,-18,54,16,-66,-16,-54,30,-16,24,-62,-48,-64,26,38,14,34,-48,2,8,-10,64,116,-42,-82,66,-64,-60,160,-32,32,-32,0,10,54,60,38,-8,98,4,10,32,78,28,-10,-56,-2,32,-62,-74,-40,-80,-82,96,-72,-114,-16,106,38,-18,24,-64,-62,-26,64,136,26,-8,-72,-32,-14,30,50,74,56,10,62,56,14,96,24,-30,-48,182,142,40,-48,-130,6,-12,-192,72,-16,-8,-10,62,-186,88,70,-56,88,-82,-48,48,-18}
10.190.1.1.4.5.a.1|{190.2.a.a,190.2.a.b,190.2.a.c,190.2.a.d}|{1,1,1,2}|{1,1,1,1}|{{2,5},{5,5},{19,5}}|2|f|t|3|26.2351203608024307201|939108098906523668|{-1,-4,1,-8,4,-6,-2,-1,8,-10,8,-22,10,0,-4,-6,-12,6,-4,16,-2,0,8,2,-18,-10,0,-4,46,22,8,-4,6,36,-10,-24,-10,-24,40,10,-12,-18,-20,-10,-50,-4,4,-32,-12,6,50,-60,-6,-12,62,-28,-42,-44,38,-22,-48,26,60,60,-58,10,-20,-58,-96,62,22,-4,-4,-102,12,16,-10,-34,-6,26,-52,30,-32,46,56,24,-46,-10,38,-52,16,16,-32,68,84,24,-50,26,-68,-34,-4,46,-20,42,-4,-58,88,58,8,34,-48,-66,26,-60,32,-30,48,-48,-34,12,-18,-34,42,-12,-68,46,70,-20,-40,-26,84,80,-56,70,-42,6,-14,20,34,-2,20,-130,-168,4,-34,-8,46,86,-28,56,18,74,40,72,44,-104,-28,54,158,46,-80,-2,-52,-4,-66,40,0,-66}
10.210.1.1.4.9.a.1|{30.2.a.a,70.2.a.a,210.2.a.a,210.2.a.b,210.2.a.c,210.2.a.d,210.2.a.e}|{1,1,1,1,1,1,1}|{2,2,1,1,1,1,1}|{{2,9},{3,7},{5,9},{7,7}}|1|f|f|8|42.0349229010103721317|904040738741999258|{1,3,-3,-9,4,-10,2,-4,-24,14,8,-18,-14,-4,0,-10,-20,-50,-28,-32,2,0,60,82,26,30,0,12,14,2,40,4,26,4,-10,24,-10,36,-24,6,-20,6,-8,-62,6,-16,20,24,28,-90,-54,40,66,-52,-142,24,-10,8,-50,58,100,14,76,-24,-14,110,-20,18,60,14,34,-48,-56,46,12,48,-42,22,-14,-6,84,-90,-24,26,0,-52,-46,42,-90,-104,-196,0,0,116,4,56,102,-14,-12,-82,4,126,-68,26,-4,26,4,34,-32,-6,-56,14,26,68,-24,2,-132,88,-18,252,-58,82,-66,76,44,110,38,16,-48,22,-28,-8,-176,-18,66,130,110,-36,-42,-198,52,86,32,76,-114,8,-162,-214,-172,-64,102,-134,20,24,-36,-24,-88,106,226,22,180,-102,64,76,-78,-56,64,110}
10.230.1.1.2.9.a.1|{230.2.a.a,230.2.a.b,230.2.a.c,230.2.a.d}|{2,2,2,3}|{1,1,1,1}|{{2,9},{5,9},{23,9}}|0|f|t|9|48.9427137803087583734|461551328234405135|{1,4,-1,8,0,6,-6,8,-1,-10,4,10,-26,24,-24,-22,-28,10,24,-12,2,24,8,18,10,-2,32,48,10,10,24,-20,-14,4,26,-4,2,52,40,-42,-4,-30,24,-14,-34,-32,20,-32,-96,18,42,-24,-86,48,-6,-16,54,-52,6,-14,-8,10,-28,64,-14,-2,68,-14,28,38,2,96,8,26,-8,-48,-14,-66,74,-26,32,58,80,-54,-92,-4,54,-38,-74,64,40,-120,-112,-28,-52,168,30,34,-48,54,-20,-6,64,-6,40,26,-60,42,-92,-58,-16,-14,138,72,104,-110,-112,32,102,-32,18,58,-86,-44,44,90,-54,-36,72,82,28,-16,16,82,-58,-54,50,-16,-22,110,-68,-130,120,160,62,-72,94,-70,52,-8,-122,98,44,-40,-72,-96,104,-174,58,2,-60,-78,-24,80,-54,8,12,-10}
10.290.1.1.2.11.a.1|{290.2.a.a,290.2.a.b,290.2.a.c,290.2.a.d,290.2.a.e}|{1,2,2,3,3}|{1,1,1,1,1}|{{2,11},{5,11},{29,11}}|1|f|t|10|62.3686901527857168232|931728828208057457|{1,4,-1,8,4,10,2,12,-16,-1,-8,-2,6,12,-32,2,-16,10,12,-32,-6,16,-36,-26,42,-6,40,12,18,34,64,-44,-6,16,18,8,6,20,-32,10,32,-22,-48,-6,26,-32,44,56,-36,10,-42,-8,-62,-36,-2,-56,-70,-24,-22,-22,52,30,20,32,-50,6,44,26,52,-22,54,-80,-64,-38,-76,-16,18,-46,58,6,112,58,-64,-30,64,-20,-2,-74,26,0,-92,112,8,172,-64,-72,98,58,-44,-22,76,-14,148,46,8,-118,-4,-114,120,-66,-80,-14,130,-132,-24,6,-156,-128,-82,44,-102,38,126,44,24,26,-46,-16,-24,-18,-156,136,-16,54,-14,-10,14,-36,62,102,40,-86,-40,-116,-6,0,38,22,76,64,-14,-10,100,8,60,8,88,-142,-146,242,-108,-82,216,12,-58,-88,48,182}
10.310.1.1.4.9.a.1|{310.2.a.a,310.2.a.b,310.2.a.c,310.2.a.d,310.2.a.e}|{1,1,2,2,3}|{1,1,1,1,1}|{{2,9},{5,9},{31,9}}|2|f|t|7|51.6291506773127273695|28597222784951268|{1,0,1,-8,4,-14,-6,4,-16,14,-1,-14,-14,-24,32,-30,28,-18,-20,8,-14,32,24,-6,-6,-26,-40,-4,-18,42,-8,4,2,12,6,24,14,28,48,30,28,22,-24,18,42,-8,52,0,44,-34,-14,-48,66,-4,82,-16,-58,32,-110,10,20,30,-12,40,34,6,-12,-22,0,-82,42,-64,-48,-66,-4,64,22,-42,34,-70,-76,-26,-40,26,80,-20,-30,-38,-82,96,84,16,-8,4,-4,-40,62,58,16,62,-180,74,-4,-6,-4,-70,-72,-6,-16,58,64,42,-70,-36,8,-30,80,80,-210,68,54,-78,-110,-116,52,-2,-18,96,24,38,76,-24,88,-70,-22,58,-22,16,146,-22,-4,-98,-32,-136,14,0,-138,-70,-20,40,22,82,-152,8,-20,-80,152,50,-70,-74,-8,74,-96,12,146,-16,64,-34}
10.330.1.1.4.17.a.1|{30.2.a.a,110.2.a.a,110.2.a.b,110.2.a.c,110.2.a.d,330.2.a.a,330.2.a.b,330.2.a.c,330.2.a.d,330.2.a.e}|{1,1,1,1,2,1,1,1,1,1}|{2,2,2,2,2,1,1,1,1,1}|{{2,17},{3,7},{5,17},{11,15}}|1|f|f|16|82.8026616935511026290|14895414455970116|{-3,-1,1,8,-1,14,-6,-4,-24,-34,8,14,-14,4,0,22,-28,14,44,-8,18,8,4,2,-30,6,-8,-68,-34,-6,16,76,82,-60,102,48,22,-36,88,118,12,6,-40,-38,-66,-32,-68,16,20,-58,-62,64,-94,-188,106,-24,-114,-56,-90,162,-124,30,12,40,-70,-82,-52,58,76,46,-54,-72,16,86,60,224,6,-90,-22,10,28,54,-64,-46,-32,100,-126,114,110,208,-148,-80,56,68,164,104,142,122,-28,-18,188,-42,-60,-46,20,178,84,-166,-40,-70,-160,86,18,60,160,-134,-116,-120,-66,140,-10,186,46,-268,68,-130,-122,-64,-56,94,-36,-184,-120,174,34,-30,166,12,30,-46,36,70,-264,140,-130,160,-122,-110,-20,112,-18,114,-52,264,-60,-192,-64,-38,2,222,108,146,184,-124,-406,-8,-144,-154}
10.370.1.1.4.11.a.1|{370.2.a.a,370.2.a.b,370.2.a.c,370.2.a.d,370.2.a.e,370.2.a.f,370.2.a.g}|{1,1,1,1,2,2,3}|{1,1,1,1,1,1,1}|{{2,11},{5,11},{37,11}}|2|f|t|9|65.0485330620209714122|862478156822445751|{1,0,1,-8,8,-2,10,-8,-8,-10,-16,1,-14,-4,-8,38,16,-10,0,16,-2,-24,-24,6,10,-14,-40,40,46,26,-16,-32,46,-32,34,-24,22,12,8,14,16,2,16,2,30,-64,64,0,76,-30,46,-16,14,104,-6,-32,34,-112,-106,38,-44,30,-56,0,26,-50,24,46,12,-46,-6,-32,24,-66,12,-80,-2,-82,-10,-18,36,54,48,-58,-24,-24,22,66,-26,-16,60,-24,8,-28,48,-72,10,26,60,22,116,-34,84,-74,-104,42,108,-18,64,202,-16,86,38,64,-64,-150,92,-88,62,-4,-106,-50,-162,124,8,110,126,-88,-24,-82,72,-128,-64,-170,-46,62,-154,-48,-98,-138,-12,-30,-104,-60,-34,48,86,-110,24,200,86,10,140,0,84,0,-8,34,70,-30,-68,78,-168,120,-46,88,88,-74}
10.390.1.1.4.17.a.1|{30.2.a.a,130.2.a.a,130.2.a.b,130.2.a.c,390.2.a.a,390.2.a.b,390.2.a.c,390.2.a.d,390.2.a.e,390.2.a.f,390.2.a.g,390.2.a.h}|{1,1,1,1,1,1,1,1,1,1,1,2}|{2,2,2,2,1,1,1,1,1,1,1,1}|{{2,17},{3,11},{5,17},{13,15}}|3|f|f|14|89.7029221181710342745|2199766331094277931|{1,3,1,-16,-4,3,2,-4,24,-34,0,-2,10,-12,-48,-2,28,-18,-36,-8,2,-32,36,-38,-22,86,-72,4,-58,-62,-16,52,-22,-36,6,-8,-26,44,88,6,116,54,0,90,-74,24,52,8,36,30,58,144,18,-68,-94,40,-114,-112,110,26,4,6,92,-104,26,-130,-76,-46,196,38,-46,-72,-48,-34,-60,-32,6,6,-14,106,-108,-18,80,82,-136,100,-126,98,-34,-24,-116,-32,-80,108,12,-72,-18,-6,52,-42,-84,158,44,138,-52,10,76,98,88,170,-16,94,314,-12,40,-94,76,-8,118,-12,-34,50,-98,92,76,-34,-34,240,-120,6,-20,-24,-16,78,-102,-30,6,-132,-314,26,-60,70,-136,12,-114,-24,-18,-118,-84,80,-90,34,108,-56,84,-48,152,-126,138,270,212,90,64,172,50,-200,16,-50}
14.1.1.2.1.a.1|{14.2.a.a}|{1}|{1}|{{2,1},{7,1}}|0|t|t|1|2.63905732961525861452|1459918945821948014|{-1,-2,0,1,0,-4,6,2,0,-6,-4,2,6,8,-12,6,-6,8,-4,0,2,8,-6,-6,-10,0,-4,12,2,6,-16,18,18,14,-18,8,-4,-16,-12,-12,-12,20,24,14,-18,20,-4,8,18,-4,-6,24,-10,-18,18,0,-12,-16,-10,-6,-22,24,2,-24,-10,6,8,14,-24,-28,18,-24,8,14,-16,36,18,20,-18,14,6,-10,24,-34,8,-12,18,-10,12,32,-6,-36,-16,-12,-4,0,36,6,2,38,8,6,30,6,32,2,-42,-6,-24,26,32,2,6,26,-16,-18,14,-12,18,-24,-40,26,-12,-12,-46,18,-46,12,44,-40,-16,24,-40,2,-18,14,24,-22,-12,6,2,6,-40,-36,56,12,44,-18,14,-24,-22,-54,20,-36,44,48,56,6,2,-24,24,-54,32,-6,-6,-36,-16,8}
14.42.1.1.4.3.a.1|{14.2.a.a,42.2.a.a}|{1,1}|{2,1}|{{2,3},{3,1},{7,3}}|0|f|f|3|9.01578427751388553496|2225790377602393584|{-1,-5,-2,1,-4,-2,14,0,8,-14,-8,-6,6,12,-24,18,-8,22,-4,8,14,16,-16,-18,-34,-2,0,36,2,-2,-32,16,46,32,-30,8,-18,-12,-32,-2,-36,22,48,30,-46,48,12,0,48,-10,-34,48,-18,-48,6,-24,-2,-32,-30,14,-40,78,32,-56,-10,-6,12,46,-36,-34,6,-56,48,50,-52,56,10,46,-18,6,-24,-14,48,-66,-8,-28,70,-10,46,32,16,-88,-24,-12,-52,24,78,6,24,106,4,10,104,6,76,38,-112,6,-24,78,112,-38,-10,8,-24,-34,24,0,18,-76,-82,54,-42,-12,-96,34,-102,24,80,-74,-44,72,-32,10,-58,14,46,-80,-18,22,-40,50,-136,-108,86,80,102,6,48,-80,-46,-90,60,-96,100,96,152,30,-18,-74,52,-82,72,-24,6,-96,-48,30}
14.70.1.1.4.3.a.1|{14.2.a.a,70.2.a.a}|{1,1}|{2,1}|{{2,3},{5,1},{7,3}}|0|f|f|3|9.52660990127987621817|1952730175931750200|{-1,-4,-1,1,4,-14,14,4,0,-6,0,-6,14,20,-16,10,-20,2,-20,-16,6,8,-4,-2,-18,-6,8,36,10,14,-40,20,30,44,-30,24,2,-36,-24,-46,-36,26,72,30,-22,24,-4,32,44,-22,-18,64,-10,-36,14,8,-30,-32,-38,14,-12,58,-4,-72,-42,34,20,14,-44,-46,30,-40,32,42,-44,96,50,50,-50,-2,36,-30,48,-66,8,-44,6,-10,34,48,-52,-48,0,-12,-20,-24,82,14,20,58,28,34,44,6,52,14,-76,-18,-48,94,32,10,-10,60,-48,-34,-4,-8,50,-20,-118,38,-6,-28,-124,58,-94,48,88,-94,-4,96,-96,26,-18,38,90,-52,-30,6,12,18,-88,-28,66,8,42,-90,-20,-80,-30,-106,28,-88,36,96,96,70,54,-46,92,-162,80,-36,-42,-88,8,-6}
14.154.1.1.2.7.a.1|{14.2.a.a,154.2.a.a,154.2.a.b,154.2.a.c,154.2.a.d}|{1,1,1,1,2}|{2,1,1,1,1}|{{2,7},{7,7},{11,5}}|1|f|f|6|30.4628776712986630220|1793553712331076680|{-1,-4,2,1,1,-10,6,-8,8,-14,-24,2,30,-4,-8,18,-4,-2,-28,8,6,32,-16,6,-2,30,0,-12,-46,22,-56,64,38,16,2,32,-14,-36,-16,-50,-4,66,64,14,-30,48,-52,24,24,10,6,88,22,28,-2,-40,-30,-80,2,-10,-64,14,0,-48,6,-62,-36,30,-84,-2,-2,-32,88,-14,4,72,10,66,-42,30,-4,34,104,-2,56,-76,14,-42,110,-16,12,-88,-72,-92,-28,-40,74,38,-48,90,-12,42,104,6,-36,14,-148,78,-56,-26,-32,122,78,12,-72,-26,-20,-16,114,52,-62,78,46,84,4,34,-54,-24,192,-74,-44,48,-80,90,-98,22,2,-48,-46,-10,-24,34,-56,-108,50,64,118,-98,4,16,2,-146,44,-160,76,-48,24,-34,-42,-146,20,-90,160,92,-34,0,16,6}
14.182.1.1.2.7.a.1|{14.2.a.a,182.2.a.a,182.2.a.b,182.2.a.c,182.2.a.d,182.2.a.e}|{1,1,1,1,1,1}|{2,1,1,1,1,1}|{{2,7},{7,7},{13,5}}|0|f|f|7|31.2981480946144939819|2178070929244388922|{-1,4,2,1,-4,-9,6,4,-4,-30,0,26,-10,12,-32,2,-20,26,20,24,38,4,-12,-10,14,2,24,20,-14,18,-12,60,22,4,-38,8,-6,-4,-40,-6,-68,50,40,46,-54,0,-12,48,52,-46,-38,24,-34,-20,118,64,-38,-80,-30,-34,-20,34,36,32,-2,34,-20,34,-76,-102,78,-64,24,-30,-76,96,10,42,-2,-74,20,-86,32,-26,48,-36,38,-2,106,56,-52,-16,-8,100,52,-72,26,-74,-4,2,44,-14,20,10,84,62,-68,-82,-4,54,72,-38,30,124,-80,-86,-12,-112,-30,20,-78,2,34,12,-156,-54,-102,0,136,-54,-84,-24,-28,106,-26,30,34,20,42,78,76,26,-44,-188,74,120,98,118,124,-88,-30,-122,-20,-32,164,160,156,-98,-98,-38,108,-186,72,-36,22,-104,-28,50}
14.210.1.1.4.13.a.1|{14.2.a.a,42.2.a.a,70.2.a.a,210.2.a.a,210.2.a.b,210.2.a.c,210.2.a.d,210.2.a.e}|{1,1,1,1,1,1,1,1}|{4,2,2,1,1,1,1,1}|{{2,13},{3,7},{5,7},{7,13}}|1|f|f|12|53.2640966927138324508|447030485576701364|{1,-9,-5,1,-4,-18,18,4,-8,-2,-24,-34,10,28,-48,38,-36,14,-28,-16,26,16,4,10,-46,-10,8,108,38,34,-64,36,106,76,-58,24,-50,20,-88,-34,-140,22,136,42,-74,64,4,-16,148,-90,-86,88,26,-100,-94,-24,-2,-24,-114,50,76,182,100,-136,-38,62,60,58,-36,-34,34,-112,96,94,-84,160,-10,158,-38,-46,36,-98,72,-158,-32,-132,106,-30,62,-32,-92,-128,8,44,-92,56,270,-38,-4,150,68,110,164,2,108,98,-196,-14,-32,194,176,-66,-54,-4,-136,-6,-76,40,-18,4,-250,138,-138,76,-236,190,-242,64,168,-82,-12,184,-160,-2,-86,154,118,-188,-18,-46,-20,150,-280,-164,-18,120,134,-166,-68,-272,6,-206,148,-168,76,264,248,178,138,-162,212,-278,216,-20,18,-200,0,118}
14.238.1.1.2.9.a.1|{14.2.a.a,238.2.a.a,238.2.a.b,238.2.a.c,238.2.a.d,238.2.a.e,238.2.a.f}|{1,1,1,1,1,1,2}|{2,1,1,1,1,1,1}|{{2,9},{7,9},{17,7}}|2|f|f|7|43.5840093749308400925|1911736665402443227|{-3,0,2,1,-8,-14,11,-8,8,2,-8,-6,-14,-4,-8,14,-16,-6,-20,16,-6,-8,24,10,-38,18,-32,24,-6,18,-16,32,50,48,38,40,2,-24,-48,-38,-44,26,32,-6,18,80,-72,32,88,-22,-22,32,-86,-8,2,8,-54,-32,-6,-14,-40,2,-40,-88,18,2,44,34,-56,-46,162,-40,-80,62,0,120,78,66,-70,-46,-32,-98,-16,-86,-40,4,26,2,-46,96,72,-184,-8,-84,-48,-88,34,50,-16,2,128,54,112,18,8,66,-120,-78,-8,26,128,30,58,112,8,-22,104,-32,122,-132,-14,-54,-22,40,-112,-2,-38,88,-32,-38,12,64,-128,-82,-94,58,146,-40,2,-30,-24,-142,16,-96,170,80,42,66,120,0,-158,-158,-36,0,48,152,24,-182,26,26,-128,-6,120,0,-158,-48,-8,42}
14.266.1.1.4.11.a.1|{14.2.a.a,266.2.a.a,266.2.a.b,266.2.a.c,266.2.a.d}|{1,2,2,2,3}|{2,1,1,1,1}|{{2,11},{7,11},{19,9}}|0|f|f|11|55.5295814382658088998|2278411487052513558|{-1,0,6,1,8,-2,6,3,-8,-22,24,18,-2,8,-48,-14,-32,22,-12,0,14,48,-16,22,22,-18,32,20,50,-2,-56,48,2,64,-38,24,-34,0,-64,-66,-4,70,24,6,18,80,-44,64,-16,62,34,8,-10,-40,-66,-8,30,-16,-78,-34,-48,78,-24,-64,-18,-38,36,14,-36,-98,86,88,24,26,76,120,-14,-18,14,14,8,-46,72,-74,-8,-8,54,-86,-34,56,88,-40,-8,100,16,-56,110,102,-104,114,-108,42,-16,-58,32,-138,-192,38,96,-34,-32,-38,2,160,64,-10,128,96,146,-196,-2,-18,102,-36,16,50,-62,40,56,-66,-80,216,-64,-38,-114,22,126,88,-34,-22,176,18,-112,-124,230,-48,-18,-90,0,0,50,-154,88,-112,204,80,56,-42,126,22,-88,38,112,-48,86,-128,-72,38}
14.322.1.1.2.13.a.1|{14.2.a.a,322.2.a.a,322.2.a.b,322.2.a.c,322.2.a.d,322.2.a.e,322.2.a.f,322.2.a.g}|{1,1,1,1,1,2,2,3}|{2,1,1,1,1,1,1,1}|{{2,13},{7,13},{23,11}}|3|f|f|10|68.7981816602190085877|2174993647103662065|{1,-4,-2,1,0,-10,2,-4,-1,-10,-24,-6,-6,8,-16,-6,-12,30,-8,-24,-6,-16,4,-6,-14,14,-40,8,2,50,-48,68,42,4,-30,-40,-10,-52,-56,38,60,38,80,26,22,24,52,-48,20,-26,42,32,-30,-68,-46,112,38,-104,30,-46,12,102,-12,-24,-70,6,-36,-46,-12,-122,10,-80,-16,-14,-72,48,-70,38,-134,114,-28,10,104,-14,16,36,-70,2,38,48,-20,-80,-56,-12,76,72,54,42,52,6,-60,18,124,-62,128,-78,36,-126,-40,-54,72,42,74,20,-80,58,204,-16,22,-88,-122,-22,-66,-100,-12,-118,-22,-104,120,-82,-4,120,-80,218,-78,194,22,28,-146,-62,44,54,-40,-168,70,72,46,194,-92,32,54,-206,68,-80,96,120,-168,-30,234,-106,204,-134,120,-28,18,-72,-32,46}
15.1.1.4.1.a.1|{15.2.a.a}|{1}|{1}|{{3,1},{5,1}}|0|t|t|1|2.70805020110221006600|750292609497685491|{-1,-1,1,0,-4,-2,2,4,0,-2,0,-10,10,4,8,-10,-4,-2,12,-8,10,0,12,-6,2,6,-16,-12,14,2,-8,-12,-6,-4,22,-8,14,-4,0,-18,20,-10,16,2,6,-8,20,8,-20,6,-6,-16,-14,12,18,16,14,16,6,-6,-12,6,28,-24,26,-2,12,-14,-28,-2,18,-24,-24,-26,-20,-24,6,-2,18,26,4,-26,0,-14,40,-12,2,10,-18,24,28,0,32,28,4,-32,-34,10,4,30,-20,-18,12,-6,-4,2,-12,34,-8,26,-8,22,-6,-4,-8,-30,-36,32,46,20,22,-30,6,36,-44,-2,-26,-48,-16,14,-44,-16,16,-26,-6,2,6,28,-2,10,12,54,32,-28,30,40,6,-22,-20,-56,30,-46,44,48,-12,32,40,34,-54,-50,-36,-22,32,60,2,0,32,54}
