# ==========================================================================
# T14  gps_shimura_test  Jacobian columns  --  PROVISIONAL, pending T27 reload
# --------------------------------------------------------------------------
# Scope of THIS file: the 389 COARSE X_0^D(N)-type rows only (autmuO_norms IS
# NULL).  The 2,198 enhanced rows are a deferred follow-up (see the T14 ticket
# Log 2026-07-22 scoping entry).  Populated via the T13/T30-validated
# JLDecomposition arm; every value here reproduces the shipped 338-row ground
# truth exactly (cross-check (a): 338/338).
#
# The `label` key column below is the CURRENTLY-SHIPPED coarse label.  These
# PREDATE the T29 canonical sort and WILL be reassigned on the T27 reload -- do
# NOT load against the current DB.  Re-key each row from T14-jacobian-keys.csv
# (invariant tuple discB,discO,deg_mu,level,index,genus) before loading.
#
# To produce the loadable file after re-keying:  grep -v '^#' <this> > load.txt
# then, with editor credentials, from ~/claude/lmfdb:
#   from lmfdb import db
#   db.gps_shimura_test.update_from_file('load.txt', label_col='label', sep='|')
# ({p,e} pairs in `conductor` are int4[][]; \N is NULL; genus-0 rows carry the
#  trivial empty-array decomposition + NULL trace_hash/traces/log_conductor;
#  18 rows carry NULL trace_hash because a constituent dim>=21 newform has no
#  trace_hash in LMFDB -- see the ticket Log.)
# ==========================================================================
label|newforms|dims|mults|conductor|rank|simple|squarefree|genus_minus_rank|log_conductor|trace_hash|traces
text|text[]|integer[]|integer[]|integer[]|integer|boolean|boolean|integer|numeric|bigint|integer[]

767.1.1.4.59.a.1|{767.2.a.a,767.2.a.b,767.2.a.c,767.2.a.d,767.2.a.e,767.2.a.f}|{2,3,4,10,17,23}|{1,1,1,1,1,1}|{{13,59},{59,59}}|4|f|t|55|391.906721280668115014|\N|{-1,4,-2,0,0,1,8,-4,0,-10,8,-2,14,4,24,18,-11,-26,28,-6,30,4,24,-6,70,-42,48,-12,-50,-6,20,28,46,-62,14,16,46,-2,-16,-6,-20,-26,4,-18,44,32,28,102,20,-22,2,-76,58,80,66,-8,14,-64,-34,18,92,58,12,-24,94,-26,148,46,-68,22,-30,-32,-88,0,-60,-120,-4,150,58,14,-60,50,-160,154,-10,-76,34,-6,-22,112,-16,-106,-40,20,84,-128,26,48,188,-142,40,42,-64,-78,-136,138,-196,118,8,82,40,14,-30,100,-116,-44,-8,-184,214,-80,2,10,-46,-44,108,-218,-230,32,164,52,-136,-238,88,86,-42,-122,166,4,10,66,132,30,-180,130,206,64,-82,-18,-108,64,-90,10,8,-296,-20,4,160,22,130,-94,-20,6,-260,-160,166,40,-244,354}
770.1.1.2.21.a.1|{770.2.a.a,770.2.a.b,770.2.a.c,770.2.a.d,770.2.a.e,770.2.a.f,770.2.a.g,770.2.a.h,770.2.a.i,770.2.a.j,770.2.a.k,770.2.a.l,770.2.a.m}|{1,1,1,1,1,1,1,2,2,2,2,3,3}|{1,1,1,1,1,1,1,1,1,1,1,1,1}|{{2,21},{5,21},{7,21},{11,21}}|3|f|t|18|139.574200811802320197|1593916618022384155|{1,4,1,1,1,14,2,4,0,14,24,14,-22,12,8,-34,-20,30,-4,-24,10,-8,-28,2,10,6,16,28,30,-54,32,-60,-14,44,-90,-32,-34,12,-8,-18,-12,-10,-96,2,6,-32,52,-24,-76,54,-22,-104,18,28,10,8,78,112,102,-94,108,6,132,16,178,54,60,130,12,-2,-54,-16,56,86,-68,-104,78,14,58,122,-12,46,72,122,24,20,58,-54,-114,40,36,-48,48,60,-124,24,-82,-78,-4,46,20,-66,-60,2,76,-70,-68,114,88,10,96,-10,-142,-4,24,-70,132,-96,-138,-76,70,-14,-58,116,-28,62,94,-40,-128,-258,-108,-152,16,-34,-182,-158,-42,196,-98,50,108,-58,144,92,30,-160,-106,-6,-36,-136,46,42,44,136,68,48,-112,-86,10,-82,28,106,-120,236,106,-160,-80,-26}
771.1.1.2.43.a.1|{771.2.a.a,771.2.a.b,771.2.a.c,771.2.a.d,771.2.a.e}|{2,6,8,13,14}|{1,1,1,1,1}|{{3,43},{257,43}}|3|f|t|40|285.850600063223168059|1268713175387784684|{-1,-1,2,-8,-12,-2,10,-8,-12,-2,8,-2,-6,-16,24,14,-4,34,4,20,14,8,32,38,-10,10,-52,-36,14,-14,-4,-28,74,-52,22,-52,-54,-8,-36,50,-44,-34,-28,24,-10,14,-24,2,80,-26,46,56,58,-44,1,-12,94,8,54,26,34,78,24,-72,-30,130,-48,42,-104,28,38,-108,20,-62,-84,24,14,2,106,-14,128,-70,-76,-88,24,-148,86,-38,-30,4,-68,148,-108,-20,-78,-116,-146,158,-36,90,-8,126,-148,10,-44,-6,-16,6,168,-190,-72,-40,-162,-244,40,-94,72,-92,34,-24,-162,2,162,56,24,-282,-42,96,-164,-182,180,104,-164,290,2,-70,-102,-76,26,6,140,142,-28,-112,22,-44,190,-102,52,-104,-122,74,-192,-32,232,-108,-80,-166,62,62,-472,-150,-108,228,10,100,-100,66}
778.1.1.4.32.a.1|{778.2.a.a,778.2.a.b,778.2.a.c,778.2.a.d}|{4,7,9,12}|{1,1,1,1}|{{2,32},{389,32}}|2|f|t|30|213.015248773708531273|52200322493135652|{0,0,6,0,2,-6,12,-14,-4,4,-8,-16,-24,-8,0,0,-22,-32,-10,8,12,-8,0,0,-44,28,-20,-24,-12,12,-60,-56,-8,-12,-44,0,-10,-8,-8,10,38,30,-16,28,-12,-28,6,32,96,24,-72,-16,-28,-120,0,-8,82,-16,-42,64,-66,38,-120,100,12,32,-54,-24,58,-40,164,12,-52,58,32,152,-10,-44,-112,60,-26,88,88,72,44,-70,-36,-20,96,56,154,48,24,154,-144,36,-58,-16,-56,-68,8,-10,-244,184,-16,-120,64,-64,-80,20,116,12,28,-6,68,8,44,64,50,110,34,-60,92,30,86,-22,-2,-48,96,-110,-48,-24,188,60,12,80,-82,-80,102,40,-244,-224,152,-164,-172,-144,12,100,-148,-136,14,-72,-4,-16,30,-68,8,-56,112,48,-8,-80,-88,78,108,64,-40,-260}
779.1.1.2.61.a.1|{779.2.a.a,779.2.a.b,779.2.a.c,779.2.a.d,779.2.a.e}|{2,8,11,19,21}|{1,1,1,1,1}|{{19,61},{41,61}}|3|f|t|58|406.138673798115644096|\N|{-1,0,0,-6,-14,14,8,-3,4,6,-8,6,1,22,-2,-18,8,48,8,-28,36,-40,20,26,-10,22,12,0,46,-10,-44,14,-24,42,-112,32,10,-24,68,58,-12,98,-62,46,-32,-18,12,96,-48,40,12,-114,-6,28,18,30,-74,40,120,-26,50,30,104,-86,58,106,92,-82,-90,76,-14,18,32,-38,-40,-140,28,20,-26,-46,4,-42,48,-22,-100,-14,118,96,60,-94,-16,96,-48,-20,-122,16,-18,222,-156,104,108,132,-64,-162,-60,-28,-194,-94,-116,22,148,-32,-264,-132,-14,-206,134,6,-4,-64,90,94,2,76,86,104,-38,-54,-50,-62,-70,-80,-16,200,-168,-40,66,68,46,132,88,-112,-314,-88,214,-44,90,-178,-138,-188,222,-28,114,-164,-4,-212,-260,-82,-144,10,-224,30,96,92,-134,-24,-4,252}
781.1.1.2.57.a.1|{781.2.a.a,781.2.a.b,781.2.a.c,781.2.a.d,781.2.a.e,781.2.a.f,781.2.a.g}|{1,1,2,6,12,15,20}|{1,1,1,1,1,1,1}|{{11,57},{71,57}}|4|f|t|53|379.652783540862100027|2235804566121884478|{1,0,-6,-4,1,-22,2,-16,16,-18,-16,-26,2,4,0,10,48,-74,16,-13,-30,-4,48,-42,-6,-2,56,-56,-82,22,-36,88,78,-88,-6,-20,6,52,-48,54,24,-94,0,-6,98,-48,-24,40,-100,-98,-34,28,-82,76,10,-68,42,68,-38,-6,72,98,40,-16,14,46,24,26,-52,-110,-6,88,-24,-86,96,-72,2,146,-26,-54,112,-146,-32,-66,76,-44,70,-18,134,8,88,124,12,100,76,72,-54,86,-96,-46,72,-42,56,18,-168,-134,-128,-102,-164,-238,-8,-166,22,40,-64,-34,-136,76,-54,80,-38,-98,46,-84,-136,30,-110,108,-24,-114,-104,252,-20,118,-46,-166,-58,104,-502,30,68,-82,-140,32,-54,48,-14,82,48,-60,230,-170,100,-68,92,72,104,-54,70,-354,124,-102,128,76,214,-204,-112,150}
785.1.1.2.53.a.1|{785.2.a.a,785.2.a.b,785.2.a.c,785.2.a.d,785.2.a.e}|{4,9,10,14,16}|{1,1,1,1,1}|{{5,53},{157,53}}|3|f|t|50|353.281237042467646897|1356553412675042988|{-3,0,-1,4,-4,10,2,0,-20,-10,4,14,-18,4,-16,18,-32,10,12,-8,22,-32,24,-46,-6,-14,-32,-28,22,-62,4,48,-38,-12,54,12,-5,60,-24,-10,28,6,60,26,-14,-88,-36,-60,-84,46,-6,-8,22,-16,-38,60,18,-44,6,22,-12,-30,24,52,46,-2,88,-58,40,2,10,120,8,-114,-44,76,-126,-50,-70,-26,-192,-34,68,-78,108,68,-10,-46,18,16,44,-116,80,208,112,32,-30,14,168,-158,-16,-46,-28,-70,32,-18,-36,-66,-44,78,-48,50,-318,136,148,114,-156,-36,-70,-136,-38,-58,102,-92,-48,-98,-70,232,132,-58,48,0,-240,-66,34,-78,-54,-164,210,-2,32,-94,20,-52,-186,-48,-130,-202,164,100,-270,-58,-232,16,84,-48,92,22,-10,78,-264,70,-40,88,18,4,-112,94}
789.1.1.2.43.a.1|{789.2.a.a,789.2.a.b,789.2.a.c,789.2.a.d}|{7,7,14,15}|{1,1,1,1}|{{3,43},{263,43}}|2|f|t|41|286.842951796372592427|2057936035600442268|{1,-1,-2,0,8,-14,-10,8,12,6,-4,6,6,-8,-24,-14,12,-10,-12,24,-14,-12,40,-30,-54,2,-20,32,-18,-10,36,76,-6,12,-54,16,-42,108,-32,-74,108,-74,36,-18,2,64,44,48,68,50,-10,36,70,44,-74,1,-22,-32,42,6,76,10,-44,24,-10,58,-28,94,48,-34,-10,-4,-152,94,56,136,78,10,-54,-66,112,-94,12,-122,-20,56,82,114,34,4,-152,128,92,44,96,116,86,-70,108,-66,-168,6,-176,-134,64,-94,64,-18,88,66,-48,-74,-54,-36,-40,6,-16,-64,-18,-112,-22,-250,70,36,180,-86,-122,28,-12,-66,224,56,20,58,-74,-154,-382,176,6,2,-88,166,-28,-124,62,-240,70,-222,-152,96,150,50,96,80,-36,-56,-84,50,-150,-130,-36,-238,-44,-204,-14,24,96,54}
791.1.1.2.57.a.1|{791.2.a.a,791.2.a.b,791.2.a.c,791.2.a.d,791.2.a.e,791.2.a.f,791.2.a.g}|{1,1,1,4,8,18,24}|{1,1,1,1,1,1,1}|{{7,57},{113,57}}|3|f|t|54|380.377984162756270800|\N|{3,4,6,1,4,10,10,16,4,-2,20,14,14,-12,-20,34,-8,54,32,-28,38,-8,-36,86,50,-22,-4,-28,22,-7,28,88,62,0,22,24,34,76,-104,-78,-4,-26,12,-14,-86,40,8,-32,20,126,6,56,62,-16,74,-52,-14,8,-42,98,-48,-2,-56,-4,118,-66,156,-10,-84,6,22,8,-12,134,48,-4,142,-26,58,106,0,130,-48,78,40,-68,-6,82,74,32,-36,80,-124,-140,136,-244,-18,106,-48,90,-36,-10,-8,-106,-48,246,-64,58,16,118,-188,-62,-2,100,144,-142,4,-104,-138,-16,150,90,90,0,-124,-134,258,-256,-184,242,-12,-100,-104,66,-2,214,-374,-100,-170,106,-108,38,88,-80,34,-148,-30,-114,96,164,58,42,220,44,-32,-192,32,134,90,30,88,186,-68,-116,-18,-160,-140,-66}
793.1.1.2.61.a.1|{793.2.a.a,793.2.a.b,793.2.a.c,793.2.a.d,793.2.a.e,793.2.a.f}|{1,4,9,15,16,16}|{1,1,1,1,1,1}|{{13,61},{61,61}}|4|f|t|57|407.225216519725727073|654904264722335915|{-3,-4,2,-4,-8,1,-10,4,4,-2,-8,-30,-2,20,4,-14,-28,1,-36,-20,-6,-24,24,-10,-58,18,-16,-44,2,-30,-28,-28,-30,40,-34,-24,-6,-64,12,70,-60,-2,8,-34,74,16,-40,-12,28,58,54,-12,-34,-88,-70,16,74,-20,10,18,-4,-2,76,16,-58,-62,124,-118,-8,-50,98,-60,8,-66,12,52,62,-26,-46,-50,-56,-90,-40,-42,32,4,150,-126,-42,120,140,-8,124,104,60,-76,-98,30,136,-46,116,298,120,170,52,-82,-88,2,-36,-114,120,-110,-110,-40,-124,-38,-172,-96,-154,-60,90,-198,98,-8,72,-58,50,148,0,-26,-188,-60,-8,-6,26,-42,194,76,-58,50,28,18,24,-212,-138,-140,-38,-6,20,16,22,-146,-88,-44,0,-68,-72,82,-74,-226,180,-254,248,172,-110,108,56,138}
794.1.1.2.34.a.1|{794.2.a.a,794.2.a.b,794.2.a.c,794.2.a.d,794.2.a.e,794.2.a.f,794.2.a.g,794.2.a.h}|{1,1,1,1,2,2,12,14}|{1,1,1,1,1,1,1,1}|{{2,34},{397,34}}|7|f|t|27|227.020837682402614565|743069407458252448|{0,2,4,4,10,4,-4,6,20,14,8,10,-8,22,4,0,-36,24,2,-36,24,40,-22,8,28,-16,24,-34,48,-28,24,34,4,-32,12,0,-20,-10,-36,-26,-14,0,-16,12,-76,72,32,-20,20,90,-8,-44,48,-4,8,-72,8,80,18,64,-8,-14,54,60,16,56,72,124,68,-58,-8,-44,92,12,164,52,40,-2,38,28,56,88,124,14,60,-80,48,72,-24,-148,-96,-8,-68,160,30,-56,-16,-60,-62,24,92,2,-256,-204,36,84,-110,54,88,28,40,20,-56,24,88,-92,-62,-56,-120,248,84,-108,-160,18,8,50,114,-152,96,-20,-112,-136,236,-58,196,-140,-128,-136,0,-196,32,-38,-32,58,222,84,-236,76,154,-132,-2,-174,-132,208,-56,196,72,48,-60,70,-92,-124,220,-68,8,152,92,160}
798.1.1.4.17.a.1|{798.2.a.a,798.2.a.b,798.2.a.c,798.2.a.d,798.2.a.e,798.2.a.f,798.2.a.g,798.2.a.h,798.2.a.i,798.2.a.j,798.2.a.k,798.2.a.l,798.2.a.m}|{1,1,1,1,1,1,1,1,1,2,2,2,2}|{1,1,1,1,1,1,1,1,1,1,1,1,1}|{{2,17},{3,17},{7,17},{19,17}}|5|f|t|12|113.595846156646749021|2034315436328589683|{-3,1,-2,1,-4,-10,-6,1,8,6,-16,14,-14,-4,16,14,-4,-34,12,24,-6,-32,36,2,26,-34,-8,-20,-10,42,16,-76,10,-36,-74,-24,14,-60,56,-26,68,-18,-32,18,6,-72,28,-48,-44,38,-6,80,-70,44,42,24,-58,-48,70,-94,-20,30,36,8,10,38,-76,-14,28,78,-86,-24,-16,-34,-76,64,38,30,42,2,84,-2,-48,42,40,140,90,-38,150,-16,36,112,-40,-52,-12,56,-42,18,28,-114,92,-18,-76,-14,-68,98,-4,-22,-8,18,-16,-58,74,-36,-8,-278,-156,-8,-18,116,-34,-30,94,-20,84,-50,102,96,-8,-50,148,-136,-48,22,-126,-46,62,36,-74,42,-100,-90,-40,108,70,24,150,66,-20,112,-170,10,-76,184,-156,16,-8,-70,-54,-90,4,-62,-56,-100,42,168,288,22}
799.1.1.4.61.a.1|{799.2.a.a,799.2.a.b,799.2.a.c,799.2.a.d,799.2.a.e,799.2.a.f,799.2.a.g}|{1,1,2,8,12,17,20}|{1,1,1,1,1,1,1}|{{17,61},{47,61}}|4|f|t|57|407.685017691742754691|1077195493056214827|{-1,0,6,-16,4,-10,-3,-4,0,14,-8,-10,34,-8,1,2,48,6,-28,20,-26,-76,-16,46,-62,10,12,4,-2,14,-52,-72,14,40,30,-76,-30,-48,-4,62,-76,18,12,34,18,40,36,-32,124,58,-62,-8,-46,36,82,72,-62,-4,-34,-14,108,-50,-16,168,50,-26,64,-62,12,6,38,-52,-100,-74,-16,76,18,46,198,-18,84,-58,-36,-30,0,-204,22,82,34,-60,-4,-192,-108,104,-80,120,78,34,52,46,24,-62,44,-42,-68,10,-56,-14,32,-158,0,-106,-34,-104,-136,26,-248,112,46,-236,-78,-74,202,156,28,-82,-30,-64,-172,50,-12,96,196,-166,254,-14,-26,160,-70,278,-92,18,-160,-76,-98,124,166,-58,-212,-140,66,330,96,112,160,-348,-132,210,2,-26,-168,122,-248,-52,-266,104,152,-118}
802.1.1.2.33.a.1|{802.2.a.a,802.2.a.b,802.2.a.c,802.2.a.d,802.2.a.e,802.2.a.f}|{1,1,5,7,9,10}|{1,1,1,1,1,1}|{{2,33},{401,33}}|2|f|t|31|220.674584059594978344|2069514756741519296|{1,2,2,-8,8,4,-10,-2,8,-6,-12,-20,-2,-28,-16,-20,-22,-8,-34,-8,-18,16,-20,2,-6,-24,32,10,2,-14,-8,-10,-14,-2,6,-4,8,14,-16,-42,-16,-2,36,14,-38,-76,6,-40,26,58,78,-92,-18,10,98,-32,-72,-28,20,-18,-122,108,-24,68,-18,168,-64,-62,66,-76,82,-16,-80,10,12,12,60,2,-9,42,92,66,52,62,-36,70,-118,90,80,-104,146,-56,36,-20,-52,8,36,66,18,-170,-84,-54,60,-106,62,106,-80,18,56,-54,-244,-64,-142,-24,-4,-78,-36,-20,74,46,176,-78,-154,122,-132,96,126,48,-196,6,40,-32,84,74,34,22,114,-22,162,-118,40,172,-88,-60,44,12,-18,46,0,-28,64,62,196,20,-86,-172,-68,-254,-30,60,68,-30,212,36,-238,140,-172,-82}
803.1.1.2.61.a.1|{803.2.a.a,803.2.a.b,803.2.a.c,803.2.a.d,803.2.a.e,803.2.a.f}|{2,5,9,10,16,19}|{1,1,1,1,1,1}|{{11,61},{73,61}}|3|f|t|58|407.989637550752462062|226648018135411171|{3,2,0,8,-3,14,6,4,2,-2,-14,24,22,8,-32,18,2,2,-2,34,1,48,-12,-40,16,6,12,16,14,-44,16,36,-68,-44,22,-56,36,-28,-12,6,6,-4,-66,42,38,-72,116,-46,-112,24,-10,128,14,82,-16,-100,34,88,174,6,-72,34,100,-14,40,-8,-6,122,64,30,-40,-140,126,150,-66,-8,88,74,38,6,32,-22,-44,28,-84,-54,56,138,-170,34,6,-28,-70,-128,12,-32,-68,-32,-72,-122,-72,134,120,-54,-32,-112,-88,14,-224,94,172,190,78,-102,-18,76,50,-90,92,40,-24,-150,70,-204,58,202,-40,42,-54,30,-48,-36,-138,-26,-174,-106,-78,-20,32,-82,64,-110,-150,-64,56,-66,-46,-214,-114,-348,138,4,56,12,52,48,204,-110,-194,-230,6,-270,236,-130,-324,-10,0,-10}
807.1.1.4.45.a.1|{807.2.a.a,807.2.a.b,807.2.a.c,807.2.a.d,807.2.a.e,807.2.a.f}|{1,2,6,8,13,15}|{1,1,1,1,1,1}|{{3,45},{269,45}}|3|f|t|42|301.199565072147695893|710677822439092824|{-1,-1,2,-4,-8,6,14,-12,-16,6,-8,-14,2,-16,-28,18,44,6,-16,20,22,12,48,2,14,10,0,-28,22,6,-28,-36,2,-32,-10,60,-2,-32,84,-10,-24,-26,4,-38,10,12,-76,-24,32,-22,38,-28,-42,20,82,-56,1,44,10,74,0,102,-44,80,14,202,4,34,52,50,-38,-20,-104,22,-104,-116,14,14,-54,-2,-156,94,-160,50,64,68,-38,2,190,-164,-92,-68,76,-104,-72,108,206,46,20,86,-140,94,200,14,-232,-66,-132,10,-124,-74,-48,-98,-14,-92,0,38,108,48,50,60,-106,186,-6,168,116,-114,-98,-88,116,-70,-32,48,56,30,-14,58,42,148,-42,-94,-108,-10,-220,128,-58,-48,-214,46,12,-100,118,86,0,188,164,-144,-96,210,2,-98,-196,26,76,112,142,84,-148,-262}
813.1.1.2.45.a.1|{813.2.a.a,813.2.a.b,813.2.a.c,813.2.a.d,813.2.a.e,813.2.a.f}|{1,1,4,7,15,17}|{1,1,1,1,1,1}|{{3,45},{271,45}}|3|f|t|42|301.532899929651476617|2291335755204412980|{-3,1,-2,4,-4,6,-2,8,4,-6,12,-6,-30,0,-12,-18,-20,6,-4,-28,-14,0,-32,-38,-2,46,-16,-32,22,-26,60,8,-90,-8,-54,0,-34,20,-84,26,-64,70,12,50,6,28,16,-12,-40,-22,42,-52,10,-52,-22,8,-126,-21,-110,-82,-28,-82,-28,44,98,-54,92,18,84,-106,-30,-80,132,54,4,116,10,-94,-70,-22,-52,22,60,2,108,64,-302,118,-46,-28,56,36,4,132,-44,4,-30,22,124,22,-48,102,44,-130,28,-154,-12,-62,-24,114,-28,-2,-146,-60,20,-158,96,-80,50,-80,70,-166,-86,92,-144,-82,62,60,-44,246,168,28,52,182,-42,-14,-62,-56,298,78,-28,-90,-144,-72,-50,-192,-186,174,100,52,-110,-122,-12,-148,76,80,-252,14,18,-178,292,-194,-64,120,-54,-440,-200,-50}
815.1.1.4.55.a.1|{815.2.a.a,815.2.a.b,815.2.a.c,815.2.a.d,815.2.a.e,815.2.a.f}|{1,5,6,7,16,20}|{1,1,1,1,1,1}|{{5,55},{163,55}}|3|f|t|52|368.675346228247448977|874164234285609293|{3,4,1,8,0,10,14,8,0,22,8,22,0,34,-30,12,-24,28,40,-22,50,24,-22,-18,-8,14,12,28,38,-4,84,26,42,36,-6,22,42,-3,-4,60,-64,30,36,78,-132,8,80,82,-60,22,-26,-88,26,62,-58,-64,-10,152,90,72,28,34,-4,-88,92,-46,-76,154,-2,-2,122,40,-78,76,46,-82,-62,-84,26,152,-44,56,36,46,-22,-88,118,116,-12,-32,-20,28,-108,-88,38,-78,10,26,-126,-26,-98,-94,-188,238,100,-24,-40,80,72,238,-82,130,110,-60,-20,-108,-108,-152,-94,-44,102,244,-14,-164,-38,-166,-68,0,64,22,-48,-58,-260,110,-42,46,-190,-214,-100,98,-308,42,-124,48,108,4,352,-114,144,248,42,58,-68,-104,12,-90,-114,-38,22,66,-228,158,14,-62,-46,-196,120,10}
817.1.1.2.63.a.1|{817.2.a.a,817.2.a.b,817.2.a.c,817.2.a.d,817.2.a.e,817.2.a.f}|{1,1,13,15,15,18}|{1,1,1,1,1,1}|{{19,63},{43,63}}|5|f|t|58|422.455262976180181659|721855869025923090|{1,0,-6,0,-6,-4,-8,1,-6,6,10,-18,-8,-3,-28,-36,8,-2,-2,8,-18,-8,-70,22,-60,-28,-66,64,20,14,-14,44,-18,26,-58,-8,-42,24,62,26,40,30,-36,-28,-14,-44,-120,-40,64,-16,-2,-40,-10,-34,14,120,0,10,-2,-48,42,46,-74,-46,-118,44,-28,-52,-56,-42,12,30,44,-6,138,-28,54,-38,-72,-14,64,-34,66,-126,-50,-8,18,34,66,-56,32,2,28,4,200,16,164,-110,32,76,58,0,66,-184,-56,-194,-20,14,6,-90,-12,-106,-28,-220,-40,90,128,84,178,42,12,62,22,-34,-100,22,24,-268,84,-54,104,184,-176,-102,-34,-22,-50,-256,-2,-278,96,108,66,148,-118,264,4,178,108,-180,-48,72,-26,-308,-210,-164,-34,2,-122,116,2,2,-26,-102,102,56,96,62}
818.1.1.2.35.a.1|{818.2.a.a,818.2.a.b,818.2.a.c,818.2.a.d}|{4,7,10,14}|{1,1,1,1}|{{2,35},{409,35}}|2|f|t|33|234.740181781096146930|850406397935608154|{1,0,-2,4,-6,8,-10,14,-4,-4,12,4,18,14,-4,18,-6,0,-2,-20,-6,-4,-44,6,-10,-6,4,58,-2,-6,-8,20,-10,-24,-4,-8,16,12,64,-24,16,-64,-76,-26,-74,16,6,-92,48,2,-10,-60,-18,-54,-94,12,-68,32,108,42,-6,-64,60,44,18,138,58,70,58,78,38,-4,168,146,-52,-4,-22,-22,-58,-7,56,-10,-124,110,-72,16,54,106,-48,40,-142,-60,164,40,164,-44,54,-10,38,24,-120,-88,-28,58,-132,-42,-96,-10,-64,58,8,134,-2,54,-68,-82,10,184,84,52,-256,-22,-100,124,-174,56,-74,172,-200,78,22,-124,-40,100,-186,-62,86,22,76,42,22,74,176,16,152,-172,-24,106,184,-120,12,50,-126,-144,76,-28,0,-142,42,18,50,42,-140,52,-106,-88,-304,150}
831.1.1.4.47.a.1|{831.2.a.a,831.2.a.b,831.2.a.c,831.2.a.d,831.2.a.e}|{1,3,6,17,20}|{1,1,1,1,1}|{{3,47},{277,47}}|3|f|t|44|315.963600358206064989|417345012317758|{3,1,6,4,8,6,14,8,20,22,-4,14,6,20,-24,38,20,6,-16,8,26,20,28,38,6,22,-8,-16,-6,6,-12,-36,70,-12,10,0,62,-40,-76,-62,48,-6,52,-14,-6,-84,72,8,-32,78,50,0,74,44,138,-40,6,-8,-5,62,-12,-26,-112,0,82,34,-16,-2,-32,38,-58,-48,52,-18,0,8,218,158,-6,-30,-80,70,-132,50,-4,48,146,126,-130,-68,84,-20,68,-20,40,56,-98,74,-72,-10,-152,-114,180,218,164,-26,-100,38,80,-126,-92,30,34,-64,32,262,-160,12,-102,-140,-98,-134,-66,-56,-48,42,170,-156,-12,-270,80,-16,116,110,126,122,-114,-60,-22,210,-136,-214,-128,-228,-146,184,150,-102,104,88,-134,198,200,-100,-64,-20,84,-102,42,-150,48,118,52,-24,-2,-96,-36,54}
835.1.1.4.55.a.1|{835.2.a.a,835.2.a.b,835.2.a.c,835.2.a.d}|{6,11,16,22}|{1,1,1,1}|{{5,55},{167,55}}|2|f|t|53|370.008744866797051502|\N|{-3,-4,1,-8,0,-6,6,-4,8,-2,-4,-22,10,-24,-16,22,44,6,-48,-8,-46,4,8,38,-62,22,8,8,-10,-38,0,-16,-78,56,82,-12,-30,-52,-21,42,16,62,56,-50,26,-12,18,48,24,28,-58,2,-18,-46,-2,108,-26,8,-22,48,-116,174,128,84,-94,18,32,-54,-60,22,-22,76,-108,-86,-68,-4,-46,-130,-34,94,-110,58,-64,62,-84,40,116,-102,118,-76,8,-20,-36,32,100,-72,-10,86,8,58,-68,38,72,-86,-80,-90,8,-22,-64,6,-100,-94,-194,8,-124,254,-92,-120,54,-84,138,-10,-98,88,-52,18,-22,4,-20,-46,36,60,144,-218,-152,-86,86,64,154,264,116,-146,-108,32,82,-132,134,398,14,40,-94,62,-80,20,-104,-142,-44,46,-134,-102,-288,402,12,-44,-110,328,16,162}
838.1.1.4.34.a.1|{838.2.a.a,838.2.a.b,838.2.a.c,838.2.a.d}|{5,8,9,12}|{1,1,1,1}|{{2,34},{419,34}}|2|f|t|32|228.854615416390823375|676135188172983124|{0,2,2,0,0,-6,-4,4,8,-26,-8,-14,-4,2,-4,-20,18,-40,-20,-16,0,-20,16,12,0,-20,-20,-16,-52,80,8,30,-12,-34,62,8,62,-12,20,-82,76,-20,-20,8,-34,4,-32,-4,-28,36,72,56,-48,14,20,28,-42,40,-76,40,-48,106,-28,144,-60,-16,-8,-92,-38,-42,-12,-24,-108,-122,58,120,58,48,-76,68,-8,-12,-12,-76,112,-36,124,68,120,8,-54,-32,52,52,78,108,108,40,112,26,-148,-64,-164,-56,-22,48,92,68,104,-84,108,64,-144,-16,8,-60,140,-80,104,-50,-232,-244,-140,-74,104,-40,60,-104,-24,28,-58,-78,192,68,76,-48,104,10,124,120,-72,-66,-72,158,96,-82,-26,228,-70,126,-126,-60,-90,-290,118,-48,62,-136,64,-296,80,-160,-128,-60,-24,-228,-84,16}
842.1.1.2.36.a.1|{842.2.a.a,842.2.a.b,842.2.a.c,842.2.a.d,842.2.a.e,842.2.a.f,842.2.a.g}|{1,1,2,4,4,11,13}|{1,1,1,1,1,1,1}|{{2,36},{421,36}}|5|f|t|31|242.488080512723762172|938318934518742715|{0,2,2,0,-2,8,-8,8,-16,4,-4,28,0,-16,16,0,-24,-8,-6,-16,-16,4,-8,12,16,-18,4,-18,-2,-28,16,2,0,-58,22,-36,20,2,20,-44,-56,26,12,-20,48,-52,-48,40,-20,-18,12,16,56,20,-40,-48,-22,-8,-98,32,90,-88,70,80,108,70,16,48,50,20,16,-164,176,118,76,-116,16,48,-68,84,-16,-4,16,20,56,44,32,94,-76,68,98,-36,-108,112,-98,88,-8,6,72,-64,160,68,-110,-72,-8,56,-10,36,-80,80,-48,-26,10,60,8,-144,18,-12,-26,-160,158,96,-44,-188,8,-12,76,8,24,-118,-110,172,-76,62,-20,12,24,154,30,-124,46,120,92,-102,0,-24,70,276,-54,268,-146,-84,64,196,-184,16,4,-76,-140,182,-74,-76,4,152,100,28,-120,144}
